gtin,category
5.01E+12,fruit_veg
5.00E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
8.71E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
8.71E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
50020225,fruit_veg
5.00E+12,fruit_veg
5.01E+12,fruit_veg
8.89E+12,fruit_veg
5.00E+12,fruit_veg
50989829,sweets
96081334,sweets
96100271,sweets
25638880022,sweets
25638890021,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
9.30E+12,sweets
9.30E+12,sweets
5.00E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
50989843,sweets
50874545,sweets
50989706,sweets
50254927,sweets
5.00E+12,sweets
50989850,sweets
5.01E+12,sweets
5.05E+12,sweets
50989713,sweets
50874552,sweets
50989867,sweets
50989683,sweets
50254804,sweets
5.05E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.00E+12,sweets
50989690,sweets
96081327,sweets
96081280,sweets
96081297,sweets
96081310,sweets
96081303,sweets
50254958,sweets
5.00E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
5.05E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
50254798,sweets
50254811,sweets
50254835,sweets
50254699,sweets
50254682,sweets
25638214049,sweets
50254217,sweets
50254200,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
25638710046,sweets
5.01E+12,sweets
94564686,sweets
50254842,sweets
54492752,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.06E+12,soft_drinks
5.06E+12,soft_drinks
8.89E+12,soft_drinks
9.00E+12,soft_drinks
5.45E+12,soft_drinks
5.00E+12,soft_drinks
5.06E+12,soft_drinks
5.06E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
5.01E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.00E+12,soft_drinks
5.45E+12,soft_drinks
5.05E+12,soft_drinks
87171310,soft_drinks
5.05E+12,soft_drinks
5.06E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.06E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
9.00E+12,soft_drinks
5.05E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.06E+12,soft_drinks
87171327,soft_drinks
5.05E+12,soft_drinks
87170894,soft_drinks
5.06E+12,soft_drinks
9.00E+12,soft_drinks
5.05E+12,soft_drinks
9.00E+12,soft_drinks
5.00E+12,soft_drinks
4.06E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
9.00E+12,soft_drinks
5.00E+12,soft_drinks
9.00E+12,soft_drinks
9.00E+12,soft_drinks
9.00E+12,soft_drinks
9.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
5.06E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.00E+12,soft_drinks
5.60E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
5.05E+12,soft_drinks
5.06E+12,soft_drinks
5.05E+12,soft_drinks
9.00E+12,soft_drinks
5.00E+12,soft_drinks
59031277,meat_red
59046837,meat_red
4.01E+12,meat_red
4.01E+12,meat_red
4.04E+12,meat_red
5.06E+12,meat_red
5.06E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.06E+12,meat_red
4.01E+12,meat_red
4.01E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
4.01E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
59026990,meat_red
5.90E+12,meat_red
59031291,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.91E+12,meat_red
5.91E+12,meat_red
5.06E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
40084725,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
59030126,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
5.90E+12,meat_red
59920694,sweets
59939528,sweets
59942900,sweets
96139462,sweets
96144398,sweets
34000666225,sweets
4.00E+12,sweets
4.00E+12,sweets
4.00E+12,sweets
4.00E+12,sweets
4.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.06E+12,sweets
7.61E+12,sweets
7.62E+12,sweets
8.00E+12,sweets
8.00E+12,sweets
8.00E+12,sweets
8.89E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
4.00E+12,sweets
5.01E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
7.61E+12,sweets
7.62E+12,sweets
59932550,sweets
5.01E+12,sweets
5.00E+12,sweets
59938842,sweets
5.02E+12,sweets
7.62E+12,sweets
7.61E+12,sweets
5.02E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.06E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
4.00E+12,sweets
5.06E+12,sweets
5.03E+12,sweets
5.05E+12,sweets
7.62E+12,sweets
5.01E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
5.03E+12,sweets
5.05E+12,sweets
8.00E+12,sweets
5.01E+12,sweets
4.01E+12,sweets
8.00E+12,sweets
5.03E+12,sweets
8.00E+12,sweets
5.01E+12,sweets
4.00E+12,sweets
34000666249,sweets
5.01E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
7.62E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
7.62E+12,sweets
5.02E+12,sweets
7.62E+12,sweets
5.00E+12,sweets
4.00E+12,sweets
4.00E+12,sweets
5.39E+12,sweets
4.00E+12,sweets
5.06E+12,sweets
5.01E+12,sweets
4.00E+12,sweets
7.62E+12,sweets
5.01E+12,sweets
96139455,sweets
5.05E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
4.01E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
4.00E+12,sweets
5.05E+12,sweets
5.41E+12,sweets
5.41E+12,sweets
5.41E+12,sweets
7.61E+12,sweets
5.03E+12,sweets
50105038,sweets
5.02E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
4.01E+12,sweets
4.00E+12,sweets
7.62E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.10E+12,sweets
5.10E+12,sweets
5.05E+12,sweets
7.61E+12,sweets
59926467,sweets
7.61E+12,sweets
5.02E+12,sweets
59939504,sweets
5.01E+12,sweets
5.00E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
96017265,sweets
7.61E+12,sweets
7.61E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
59940883,sweets
5.05E+12,sweets
5.00E+12,sweets
4.00E+12,sweets
5.03E+12,sweets
5.00E+12,sweets
8.00E+12,sweets
5.02E+12,sweets
60058041,readymade
13189247579,readymade
13189247609,readymade
13189247616,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.01E+12,readymade
6.00E+12,readymade
5.06E+12,readymade
6.00E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
6.01E+12,readymade
5.06E+12,readymade
13189247586,readymade
6.01E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
5.06E+12,readymade
6.00E+12,readymade
13189247593,readymade
5.06E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
5.45E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
5.45E+12,readymade
6.00E+12,readymade
6.01E+12,readymade
6.01E+12,readymade
6.01E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.01E+12,readymade
5.45E+12,readymade
6.01E+12,readymade
6.00E+12,readymade
6.01E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.01E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
6.00E+12,readymade
70115512,water
3.07E+12,water
5.01E+12,water
5.05E+12,water
5.45E+12,water
7.61E+12,water
3.18E+12,water
5.06E+12,water
7.61E+12,water
5.05E+12,water
5.06E+12,water
5.45E+12,water
6.82E+11,water
3.06E+12,water
3.07E+12,water
5.05E+12,water
5.01E+12,water
5.06E+12,water
5.02E+12,water
5.05E+12,water
5.03E+12,water
5.03E+12,water
5.02E+12,water
5.02E+12,water
5.05E+12,water
3.07E+12,water
5.02E+12,water
5.01E+12,water
9.42E+12,water
5.01E+12,water
5.02E+12,water
5.06E+12,water
5.05E+12,water
8.89E+12,water
5.06E+12,water
8.00E+12,water
3.06E+12,water
5.01E+12,water
5.02E+12,water
7.61E+12,water
5.45E+12,water
8.52E+11,water
8.52E+11,water
5.00E+12,water
5.02E+12,water
5.02E+12,water
5.05E+12,water
72918104,sweets
87311396,sweets
8380000078,sweets
25675120488,sweets
25675120501,sweets
25675125889,sweets
71567987325,sweets
71567993210,sweets
71567998758,sweets
75442100229,sweets
77544001541,sweets
77544252042,sweets
77544252509,sweets
79471148436,sweets
79471148443,sweets
79471157001,sweets
97643044041,sweets
97643044546,sweets
97643082142,sweets
6.38E+11,sweets
6.38E+11,sweets
7.40E+11,sweets
7.40E+11,sweets
7.40E+11,sweets
7.40E+11,sweets
7.45E+11,sweets
8.16E+11,sweets
8.16E+11,sweets
8.58E+11,sweets
8.58E+11,sweets
4.90E+12,sweets
4.90E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.02E+12,sweets
5.41E+12,sweets
6.01E+12,sweets
6.01E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
9.31E+12,sweets
5.06E+12,sweets
43427401500,sweets
1.86E+11,sweets
8.16E+11,sweets
77544361003,sweets
6.01E+12,sweets
71818023000,sweets
7.29E+12,sweets
7.29E+12,sweets
71567957830,sweets
71818029507,sweets
77544364004,sweets
5.06E+12,sweets
7.40E+11,sweets
8.10E+11,sweets
7.29E+12,sweets
6.01E+12,sweets
5.01E+12,sweets
7.40E+11,sweets
8.56E+11,sweets
7.13E+11,sweets
8.16E+11,sweets
7.40E+11,sweets
25675124967,sweets
7.29E+12,sweets
6.01E+12,sweets
8.89E+12,sweets
7.22E+11,sweets
13495113513,sweets
7.29E+12,sweets
77544127517,sweets
5.01E+12,sweets
73490129865,sweets
8.71E+11,sweets
5.06E+12,sweets
71818023505,sweets
7.13E+11,sweets
7.45E+11,sweets
71567991674,sweets
73490123849,sweets
7.29E+12,sweets
5.01E+12,sweets
77544052215,sweets
80807049,sweets
5.01E+12,sweets
6.01E+12,sweets
6.01E+12,sweets
6.01E+12,sweets
7.29E+12,sweets
73490129414,sweets
7.13E+11,sweets
7.29E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
77544789401,sweets
77544789302,sweets
7.29E+12,sweets
7.53E+11,sweets
7.53E+11,sweets
8.56E+11,sweets
97643083149,sweets
7.29E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
79471148467,sweets
79471148481,sweets
79471148405,sweets
79471142038,sweets
7.29E+12,sweets
13495113551,sweets
7.29E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
13495113582,sweets
7.45E+11,sweets
7.45E+11,sweets
13495113537,sweets
7.10E+11,sweets
7.10E+11,sweets
5.02E+12,sweets
77544252905,sweets
7.29E+12,sweets
43427160421,sweets
13495113520,sweets
77544252301,sweets
8.41E+11,sweets
29424000854,sweets
5.06E+12,sweets
5.06E+12,sweets
7.29E+12,sweets
9.33E+12,sweets
9.33E+12,sweets
5.02E+12,sweets
7.29E+12,sweets
71818024007,sweets
71818020405,sweets
7.13E+11,sweets
25675301184,sweets
25675301108,sweets
25675301153,sweets
25675301207,sweets
25675301177,sweets
4.90E+12,sweets
4.90E+12,sweets
6.04E+11,sweets
5.41E+12,sweets
25675300101,sweets
25675300118,sweets
25675125827,sweets
7.29E+12,sweets
97643051445,sweets
97643070149,sweets
97643070057,sweets
4.90E+12,sweets
7.29E+12,sweets
7.29E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
73490123504,sweets
97643070248,sweets
97643082449,sweets
97643083842,sweets
43427011518,sweets
6.38E+11,sweets
7.29E+12,sweets
72983973,sweets
71567991681,sweets
71567989169,sweets
71567425018,sweets
8.71E+11,sweets
8.71E+11,sweets
8.71E+11,sweets
77544001589,sweets
8.16E+11,sweets
8.16E+11,sweets
8.16E+11,sweets
50702530169,sweets
50702530152,sweets
1.86E+11,sweets
97643011548,sweets
8.10E+11,sweets
8.10E+11,sweets
8.10E+11,sweets
6.38E+11,sweets
43427160407,sweets
73490129872,sweets
43427001137,sweets
6.89E+11,sweets
7.40E+11,sweets
7.40E+11,sweets
7.10E+11,sweets
43427160414,sweets
6.89E+11,sweets
77544052246,sweets
7.22E+11,sweets
50702510017,sweets
50702530022,sweets
79471108034,sweets
7.10E+11,sweets
79471108003,sweets
79471108041,sweets
79471108010,sweets
7.29E+12,sweets
5.41E+12,sweets
6.89E+11,sweets
87108538,sweets
7.29E+12,sweets
80001263,sweets
72417095450,sweets
72417105487,sweets
72417120077,sweets
5.00E+12,sweets
5.03E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
7.62E+12,sweets
8.89E+12,sweets
72417149276,sweets
72417091834,sweets
5.05E+12,sweets
5.06E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
72417131066,sweets
7.62E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
72417160004,sweets
5.06E+12,sweets
5.05E+12,sweets
7.62E+12,sweets
7.62E+12,sweets
5.05E+12,sweets
5.00E+12,sweets
72417160011,sweets
7.62E+12,sweets
5.01E+12,sweets
72417143502,sweets
5.05E+12,sweets
5.00E+12,sweets
72417160356,sweets
5.00E+12,sweets
5.00E+12,sweets
5.05E+12,sweets
7.62E+12,sweets
7.62E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.06E+12,sweets
5.00E+12,sweets
7.62E+12,sweets
72417163531,sweets
5.05E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
72417152153,sweets
5.00E+12,sweets
5.00E+12,sweets
5.05E+12,sweets
7.62E+12,sweets
5.05E+12,sweets
5.00E+12,sweets
5.01E+12,sweets
72417160028,sweets
5.00E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
7.62E+12,sweets
72417105708,sweets
5.00E+12,sweets
72417147319,sweets
72417149245,sweets
5.05E+12,sweets
5.05E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
5.00E+12,sweets
72417144653,sweets
5.01E+12,sweets
5.05E+12,sweets
80001249,sweets
72417143519,sweets
72417143526,sweets
5.05E+12,sweets
5.05E+12,sweets
72417144783,sweets
5.01E+12,sweets
5.01E+12,sweets
7.62E+12,sweets
5.01E+12,sweets
5.00E+12,sweets
5.01E+12,sweets
7.62E+12,sweets
7.62E+12,sweets
72417142390,sweets
5.05E+12,sweets
80135463,sweets
5.00E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
6.38E+11,sweets
5.01E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
52600112751,sweets
5.00E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.01E+12,sweets
5.10E+12,sweets
5.05E+12,sweets
80176800,sweets
5.05E+12,sweets
8.89E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
5.06E+12,sweets
5.01E+12,sweets
80177128,sweets
43647690036,sweets
5.01E+12,sweets
5.03E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.00E+12,sweets
5.05E+12,sweets
5.41E+12,sweets
5.41E+12,sweets
30712000609,sweets
5.05E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
5.05E+12,sweets
34000124138,sweets
5.06E+12,sweets
5.00E+12,sweets
43647680037,sweets
3.02E+12,sweets
80310549,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
8.41E+12,sweets
8.41E+12,sweets
8.41E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
8.41E+12,sweets
5.01E+12,sweets
5.03E+12,sweets
8.41E+12,sweets
53993885,sweets
5.03E+12,sweets
5.01E+12,sweets
5.10E+12,sweets
8.41E+12,sweets
5.03E+12,sweets
5.02E+12,sweets
23961722,sweets
5.01E+12,sweets
8.71E+12,sweets
8.71E+12,sweets
8.71E+12,sweets
8.71E+12,sweets
5.01E+12,sweets
5.01E+12,sweets
5.10E+12,sweets
7.45E+11,sweets
5.02E+12,sweets
5.01E+12,sweets
5.05E+12,sweets
8.41E+12,sweets
87311860,sweets
80310839,sweets
80798927,sweets
80756422,sweets
80799672,sweets
80050124,sweets
80800019,sweets
80177043,sweets
5.41E+12,sweets
80051725,sweets
5.02E+12,sweets
80951216,sweets
80771029,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
5.00E+12,sweets
5.05E+12,sweets
8.72E+12,sweets
7.00E+11,sweets
8.72E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
7.00E+11,sweets
7.00E+11,sweets
4.01E+12,sweets
7.00E+11,sweets
80891093,sweets
5.39E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
7.00E+11,sweets
7.00E+11,sweets
4.01E+12,sweets
8.72E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
84196446,sweets
5.05E+12,sweets
5.05E+12,sweets
50098828,sweets
8.72E+12,sweets
8.00E+12,sweets
8.00E+12,sweets
84198181,sweets
80926566,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
7.00E+11,sweets
4.01E+12,sweets
4.01E+12,sweets
50098804,sweets
50105052,sweets
8.00E+12,sweets
8.00E+12,sweets
8.72E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
80735540,sweets
80743798,sweets
8.00E+12,sweets
8.00E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
80866237,sweets
5.05E+12,sweets
4.01E+12,sweets
8.00E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
4.01E+12,sweets
87170702,soft_drinks
5.00E+12,soft_drinks
5.02E+12,soft_drinks
5.10E+12,soft_drinks
5.45E+12,soft_drinks
8.89E+12,soft_drinks
5.06E+12,soft_drinks
90494581,soft_drinks
5.45E+12,soft_drinks
8.89E+12,soft_drinks
5.06E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.06E+12,soft_drinks
5.00E+12,soft_drinks
42117131,soft_drinks
54491069,soft_drinks
5.00E+12,soft_drinks
5.06E+12,soft_drinks
5.02E+12,soft_drinks
5.02E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.05E+12,soft_drinks
40822938,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.01E+12,soft_drinks
90490125,soft_drinks
90490118,soft_drinks
5.02E+12,soft_drinks
90357626,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
87177824,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.00E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
4.06E+12,soft_drinks
5.01E+12,soft_drinks
5.45E+12,soft_drinks
4.06E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.01E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
5.01E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
5.00E+12,soft_drinks
8.89E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.01E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
4.06E+12,soft_drinks
8.89E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
8.89E+12,soft_drinks
8.89E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
5.01E+12,soft_drinks
5.01E+12,soft_drinks
5.01E+12,soft_drinks
5.01E+12,soft_drinks
5.45E+12,soft_drinks
8.89E+12,soft_drinks
5.00E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
4.06E+12,soft_drinks
5.02E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
90376429,soft_drinks
4.03E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.06E+12,soft_drinks
5.06E+12,soft_drinks
5.06E+12,soft_drinks
5.06E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
5.45E+12,soft_drinks
8.89E+12,soft_drinks
9.00E+12,soft_drinks
90376573,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.45E+12,soft_drinks
90162800,soft_drinks
8.89E+12,soft_drinks
5.00E+12,soft_drinks
4.06E+12,soft_drinks
5.05E+12,soft_drinks
5.06E+12,soft_drinks
4.06E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
5.00E+12,soft_drinks
90424120,soft_drinks
5.05E+12,soft_drinks
5.00E+12,soft_drinks
5.06E+12,soft_drinks
5.06E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
9.00E+12,soft_drinks
8.89E+12,soft_drinks
5.00E+12,soft_drinks
5.45E+12,soft_drinks
5.00E+12,soft_drinks
94150957,soft_drinks
87170870,soft_drinks
87171372,soft_drinks
87171365,soft_drinks
9.00E+12,soft_drinks
5.06E+12,soft_drinks
5.01E+12,soft_drinks
5.06E+12,soft_drinks
5.45E+12,soft_drinks
5.00E+12,soft_drinks
8.89E+12,soft_drinks
5.05E+12,soft_drinks
5.06E+12,soft_drinks
5.06E+12,soft_drinks
5.00E+12,soft_drinks
90415739,soft_drinks
5.06E+12,soft_drinks
5.06E+12,soft_drinks
5.05E+12,soft_drinks
5.45E+12,soft_drinks
54492653,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
90376559,soft_drinks
5.05E+12,soft_drinks
5.03E+12,soft_drinks
90415425,soft_drinks
5.05E+12,soft_drinks
5.90E+12,soft_drinks
4.06E+12,soft_drinks
4.06E+12,soft_drinks
5.00E+12,soft_drinks
4.03E+12,soft_drinks
5.01E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
90382901,soft_drinks
90382918,soft_drinks
5.06E+12,soft_drinks
5.05E+12,soft_drinks
5.06E+12,soft_drinks
5.00E+12,soft_drinks
5.05E+12,soft_drinks
5.05E+12,soft_drinks
8.98E+11,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
5.00E+12,soft_drinks
